bank,review,rating,date,sentiment,sentiment_score,themes
BOA,Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,NEUTRAL,0.0,['other']
BOA,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,NEGATIVE,0.39000000000000007,['performance']
CBE,Vary good,5,2025-02-27,POSITIVE,0.7,['other']
CBE,best appearance,5,2025-04-27,POSITIVE,1.0,['other']
CBE,It is exlent app it is helful,5,2025-02-28,NEUTRAL,0.0,['other']
BOA,To FCC,5,2024-02-05,NEUTRAL,0.0,['other']
CBE,wow simple life,5,2025-05-04,NEUTRAL,0.05,['other']
CBE,Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,NEGATIVE,0.125,['other']
BOA,this app not work why?pleas tell me,2,2024-05-04,NEUTRAL,0.0,['other']
CBE,this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,POSITIVE,0.2214814814814815,['other']
BOA,It's useless app downgraded.,1,2024-12-29,NEGATIVE,0.5,['other']
CBE,It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,NEGATIVE,0.18333333333333332,['other']
Dashen,slow cumbersome,3,2025-04-08,NEGATIVE,0.30000000000000004,['performance']
Dashen,it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,NEGATIVE,0.24333333333333332,['other']
CBE,"Not Good, too lame to use",1,2025-03-21,NEGATIVE,0.425,['other']
BOA,Keeps crashing everytime what a disaster,1,2024-05-01,NEUTRAL,0.0,['performance']
Dashen,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,NEUTRAL,0.0,['other']
BOA,"Such a junk application, its not working at all. Waste of time",1,2024-04-30,NEUTRAL,0.1,['other']
Dashen,"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,POSITIVE,0.24629629629629632,['ui_ux']
BOA,Really work very good app l like you BoA,5,2024-04-26,POSITIVE,0.5549999999999999,['other']
CBE,I am students of accounting and finance when i graduate i wish to do in CBE thanks,5,2025-01-23,POSITIVE,0.2,['other']
CBE,It is a user friendly excellent app.,5,2025-02-26,POSITIVE,0.6875,['other']
CBE,"Too much commission and service charges, not fair at all this is stealing",1,2025-02-21,NEUTRAL,0.07499999999999998,['other']
CBE,but this app says can't sync,5,2025-04-09,NEUTRAL,0.0,['other']
CBE,It's easy and good,5,2025-02-13,POSITIVE,0.5666666666666667,['other']
CBE,Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,1,2025-03-10,NEUTRAL,0.043181818181818175,"['performance', 'transactions']"
Dashen,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,POSITIVE,0.15083333333333332,['performance']
BOA,Wonderfull app,5,2025-03-08,NEUTRAL,0.0,['other']
CBE,wonder full and it is easy to use,5,2025-04-08,POSITIVE,0.39166666666666666,['other']
