review,rating,date,bank,source
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play
Great app with great services,5,2024-09-19,BOA,Google Play
Yes active user,5,2024-09-17,BOA,Google Play
Shameful,1,2024-09-17,BOA,Google Play
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play
Good application,5,2024-09-16,BOA,Google Play
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-13,BOA,Google Play
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play
Bes and freindly app,5,2024-09-13,BOA,Google Play
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play
Smart technology,5,2024-09-10,BOA,Google Play
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play
Fast one,3,2024-09-04,BOA,Google Play
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play
It is ok,5,2024-09-01,BOA,Google Play
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play
The worst experience ever,1,2024-08-29,BOA,Google Play
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play
It is not work for my device,5,2024-08-27,BOA,Google Play
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play
The worst app ever,1,2024-08-26,BOA,Google Play
I dont recommand it to any one,1,2024-08-23,BOA,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play
Horrible,1,2024-08-14,BOA,Google Play
Mostly not working 😑,1,2024-08-14,BOA,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play
Gooood app my dear,5,2024-08-09,BOA,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play
It's a useless app,1,2024-08-02,BOA,Google Play
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play
this is so disappointing app 😞,1,2024-07-30,BOA,Google Play
The worst app,1,2024-07-28,BOA,Google Play
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play
not active,1,2024-07-27,BOA,Google Play
To get good quality,5,2024-07-27,BOA,Google Play
uselss app dont download,1,2024-07-26,BOA,Google Play
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play
Corrupted and poor app,1,2024-07-24,BOA,Google Play
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play
Allowed,5,2024-07-23,BOA,Google Play
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play
we want international mobile banking,1,2024-07-22,BOA,Google Play
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play
I have experiance,5,2024-07-19,BOA,Google Play
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play
The previous application is much better than this one,1,2024-07-18,BOA,Google Play
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play
It is not working at all,1,2024-07-16,BOA,Google Play
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play
The worst banking app,1,2024-07-15,BOA,Google Play
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play
No work app,5,2024-07-15,BOA,Google Play
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play
The new app is very good,5,2024-07-12,BOA,Google Play
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play
The worst mobile banking app,1,2024-07-11,BOA,Google Play
It is not fast,3,2024-07-11,BOA,Google Play
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play
Good but Very slow.,1,2024-07-08,BOA,Google Play
Very good app,5,2024-07-07,BOA,Google Play
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play
Workneh girmamo,5,2024-07-05,BOA,Google Play
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play
Please make it functional.,5,2024-07-03,BOA,Google Play
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play
Please Recover thank you,5,2024-07-02,BOA,Google Play
This app doesn't work,1,2024-06-30,BOA,Google Play
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play
It demands to disable developer option.,1,2024-06-27,BOA,Google Play
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play
Its not working.,1,2024-06-24,BOA,Google Play
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play
It's not convenient,1,2024-06-17,BOA,Google Play
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play
Really Bank,5,2024-06-11,BOA,Google Play
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play
The app is not good need a few work,3,2024-06-11,BOA,Google Play
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play
The best app,5,2024-06-06,BOA,Google Play
Developer option to be off really,1,2024-06-06,BOA,Google Play
Good app boa,5,2024-06-06,BOA,Google Play
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play
slow only some times the wey it is veary nice app,5,2024-06-04,BOA,Google Play
It's nice apps,1,2024-06-04,BOA,Google Play
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play
Excited by your service,5,2024-06-02,BOA,Google Play
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-29,BOA,Google Play
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,Google Play
How disappointing!,1,2024-05-25,BOA,Google Play
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play
Cool,4,2024-05-22,BOA,Google Play
What is that disable developer option I have never seen any app commands.,3,2024-05-22,BOA,Google Play
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,BOA,Google Play
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,BOA,Google Play
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,BOA,Google Play
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,BOA,Google Play
Good but not working top up,5,2024-05-20,BOA,Google Play
It is good,5,2024-05-19,BOA,Google Play
Great app..,3,2024-05-18,BOA,Google Play
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,BOA,Google Play
Poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,Google Play
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play
Fails occasionally.,4,2024-05-17,BOA,Google Play
Worst app ever,1,2024-05-16,BOA,Google Play
Easy and cool app,5,2024-05-16,BOA,Google Play
App is so bad network,1,2024-05-16,BOA,Google Play
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,Google Play
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-14,BOA,Google Play
Secretary,5,2024-05-14,BOA,Google Play
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,Google Play
Build a new app,1,2024-05-13,BOA,Google Play
Exceptional service,5,2024-05-13,BOA,Google Play
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play
This app is trash,1,2024-05-12,BOA,Google Play
It's improved now,3,2024-05-12,BOA,Google Play
It is really make my life so much easy!,5,2024-05-12,BOA,Google Play
Good appp,1,2024-05-11,BOA,Google Play
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,BOA,Google Play
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,BOA,Google Play
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,BOA,Google Play
This app is very simpl for useing,4,2024-05-10,BOA,Google Play
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play
App is any updates why?,5,2024-05-09,BOA,Google Play
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-08,BOA,Google Play
Slow every time,2,2024-05-08,BOA,Google Play
It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play
It's not functional at all,1,2024-05-08,BOA,Google Play
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,BOA,Google Play
Disgrace app,1,2024-05-08,BOA,Google Play
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play
After two weeks it require update why?,5,2024-05-07,BOA,Google Play
It keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play
"The application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,BOA,Google Play
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,Google Play
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-05,BOA,Google Play
Great app,5,2024-05-05,BOA,Google Play
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,Google Play
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play
it's good app,5,2024-05-04,BOA,Google Play
Good service,5,2024-05-04,BOA,Google Play
This app is not working!!,1,2024-05-04,BOA,Google Play
this app not work why?pleas tell me,2,2024-05-04,BOA,Google Play
I am comfortable with your good service,5,2024-05-04,BOA,Google Play
best app from any mobilebanking,5,2024-05-04,BOA,Google Play
It crushes repeatedly,1,2024-05-03,BOA,Google Play
Very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,Google Play
Actually faster,4,2024-05-03,BOA,Google Play
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,BOA,Google Play
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,Google Play
This application isn't working properly,1,2024-05-03,BOA,Google Play
This is too poorer than the previous app.,1,2024-05-03,BOA,Google Play
cool App Tnxes,5,2024-05-03,BOA,Google Play
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,BOA,Google Play
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,Google Play
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,Google Play
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,BOA,Google Play
Nice one thanks abisiniya,5,2024-05-03,BOA,Google Play
it doesnt work it crashes,1,2024-05-03,BOA,Google Play
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,BOA,Google Play
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,Google Play
Great app than others,5,2024-05-02,BOA,Google Play
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,BOA,Google Play
I think I remember it worked once upon time...,2,2024-05-02,BOA,Google Play
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,BOA,Google Play
"The app never worked properly, specially on android 14, do better",1,2024-05-02,BOA,Google Play
Fix the bug.,1,2024-05-02,BOA,Google Play
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,BOA,Google Play
It always crashes,1,2024-05-02,BOA,Google Play
Worst app ever. Barely works,1,2024-05-02,BOA,Google Play
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,BOA,Google Play
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,Google Play
Very bad app,2,2024-05-02,BOA,Google Play
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,BOA,Google Play
The worest mobile banking app,1,2024-05-01,BOA,Google Play
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,BOA,Google Play
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,BOA,Google Play
good App and user friendly.,4,2024-05-01,BOA,Google Play
Every time needs update & after that it's not working it's too boring,1,2024-05-01,BOA,Google Play
What mean disable developer option?,5,2024-05-01,BOA,Google Play
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,BOA,Google Play
"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,BOA,Google Play
The Worst application ever,1,2024-05-01,BOA,Google Play
The best beautiful app,5,2024-05-01,BOA,Google Play
Keeps crashing everytime what a disaster,1,2024-05-01,BOA,Google Play
It doesn't work anymore,1,2024-05-01,BOA,Google Play
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,BOA,Google Play
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,BOA,Google Play
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,BOA,Google Play
Frequently crashing fix it please,1,2024-05-01,BOA,Google Play
The worst update ever You don't deserve one star;,1,2024-04-30,BOA,Google Play
No feature works correctly. Its always buffering and needs probably high data. So its useless 😏😏😏,2,2024-04-30,BOA,Google Play
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,BOA,Google Play
App needs a lot of work. It continuously crashes and shuts down.,1,2024-04-30,BOA,Google Play
Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,BOA,Google Play
This app is so annoying as the previous version.,3,2024-04-30,BOA,Google Play
Need many improvements,2,2024-04-30,BOA,Google Play
Great always great!!!,5,2024-04-30,BOA,Google Play
Pic new,5,2024-04-30,BOA,Google Play
"Such a junk application, its not working at all. Waste of time",1,2024-04-30,BOA,Google Play
Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,3,2024-04-30,BOA,Google Play
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,BOA,Google Play
"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,BOA,Google Play
The best bank with the worst application and ussd service.,1,2024-04-30,BOA,Google Play
The old version is best. This one is so lagging and it's not fast to quick transfer,1,2024-04-30,BOA,Google Play
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,BOA,Google Play
Amaizing Bank in Etthiopia,5,2024-04-30,BOA,Google Play
It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,1,2024-04-29,BOA,Google Play
That's a fantastic app! L,2,2024-04-29,BOA,Google Play
The best bank,5,2024-04-29,BOA,Google Play
"This app has been found useless while I compared with the first version of IB12111...that was very good, you guys what is the matter with you. You are far from the technology and the competetor's digital product through convenience, reliable, easeness _-dashen, cbe, zemen... they are doing well! share their experience and be able to satisfy your esteemed customers including me. unless you will be down soon!",1,2024-04-29,BOA,Google Play
"This new update really sucks.. Can't even get the chance to put my pin, bugs and everything,please fix it developer",1,2024-04-29,BOA,Google Play
I have never seen the worst mobile app like this,5,2024-04-29,BOA,Google Play
Very very good app,5,2024-04-29,BOA,Google Play
it keeps crashing,1,2024-04-29,BOA,Google Play
Excited,5,2024-04-29,BOA,Google Play
This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,BOA,Google Play
Bad app,1,2024-04-29,BOA,Google Play
"With every update the app keeps on getting worse,it is filled with bugs",1,2024-04-28,BOA,Google Play
The update app is the worest one when i compare with past.,1,2024-04-28,BOA,Google Play
"It's nice, the stack thing needs update thou",5,2024-04-28,BOA,Google Play
This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28,BOA,Google Play
The app is not properly working.,3,2024-04-28,BOA,Google Play
It is always crushing it loged me out all the time,1,2024-04-28,BOA,Google Play
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,BOA,Google Play
"Why Why Why???? it is difficult to make transactions, it takes alot of time to make payments, i thought the update will make it work, but it got worse. please fix it",1,2024-04-28,BOA,Google Play
"the worst app I have ever used, I could've given 5 star if it worked properly even just for logging in and check my accounts. seemed that's impossible",1,2024-04-28,BOA,Google Play
Very helpfull app,5,2024-04-27,BOA,Google Play
"Very slow response , try to some updates in the application",1,2024-04-27,BOA,Google Play
"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",1,2024-04-26,BOA,Google Play
Really work very good app l like you BoA,5,2024-04-26,BOA,Google Play
Very old app is disgusting,1,2024-04-25,BOA,Google Play
The worst App I have ever seen.,1,2024-04-25,BOA,Google Play
"I tried it with different phones, it only worked for about a week and then it stopped working. It needs some serious work.",1,2024-04-25,BOA,Google Play
The onky defect is that it is too slow,3,2024-04-25,BOA,Google Play
Sorry to say it is very poor apps I have decided to suspend the BoA account,1,2024-04-25,BOA,Google Play
Boa is the best app but Please Clear Instant or Not instant option of send money be for Asked !!!,5,2024-04-24,BOA,Google Play
"Installed the latest version of this app on my Android 14 device, but it is not working. I have already received the activation key from your branch (via SMS), but couldn't activate it. It is a failed app. I bet you don't have QA testers.",1,2024-04-24,BOA,Google Play
"This is not functional at all, it takes forever to make a transaction,please improve it.",1,2024-04-24,BOA,Google Play
Nic app,5,2024-04-24,BOA,Google Play
I can't update the enable button not open.,1,2024-04-24,BOA,Google Play
The best,5,2024-04-24,BOA,Google Play
The Bank I always love 😘 and work with them is priceless,5,2024-04-24,BOA,Google Play
It's the best,5,2024-04-24,BOA,Google Play
